job,model,split,scenario,f1_attack,precision_attack,recall_attack,fpr,average_precision,ftp_recall,ssh_recall
W4-01,decision_tree,time,with_port,0.0,0.0,0.0,7.833363005162899e-05,0.025888441074661653,,0.0
W4-01,decision_tree,random,with_port,0.9941955974153981,0.9903993017674013,0.9980211081794196,0.0003098089746027052,0.9963176267952678,1.0,0.9953560371517027
W4-01,random_forest,time,with_port,0.003744316662209147,1.0,0.0018756698821007502,0.0,0.35907455545763656,,0.0018756698821007502
W4-01,random_forest,random,with_port,0.999670075882547,1.0,0.9993403693931399,0.0,0.9999991805046795,1.0,0.9984520123839009
W4-01,xgboost,time,with_port,0.0,0.0,0.0,0.0,0.08785172107803771,,0.0
W4-01,xgboost,random,with_port,0.9996702934388394,0.999340804218853,1.0,2.112333917745717e-05,0.9999999033508269,1.0,1.0
