mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.5617961883544922,0.0,0.2099766731262207,0.0,10,5,sqrt,20,entropy,,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': None}",0.9030693317721836,0.9030693317721836,0.0,22,0.9064638783269962,0.9064638783269962,0.0
2.044879913330078,0.0,0.21985244750976562,0.0,50,2,,12,log_loss,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 12, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.9863013698630136,0.9863013698630136,0.0,15,0.9897516067396214,0.9897516067396214,0.0
0.62882399559021,0.0,0.2093815803527832,0.0,2,20,sqrt,10,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced'}",0.8773320576778514,0.8773320576778514,0.0,27,0.8857453754080522,0.8857453754080522,0.0
2.4030725955963135,0.0,0.18596744537353516,0.0,2,10,,8,gini,,"{'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': None, 'max_depth': 8, 'criterion': 'gini', 'class_weight': None}",0.9894003868471953,0.9894003868471953,0.0,9,0.9919383105502979,0.9919383105502979,0.0
0.5574400424957275,0.0,0.21265769004821777,0.0,50,1,log2,10,entropy,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.7302383939774153,0.7302383939774153,0.0,35,0.7307988697662471,0.7307988697662471,0.0
0.5005686283111572,0.0,0.22336244583129883,0.0,50,20,sqrt,6,gini,,"{'min_samples_split': 50, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 6, 'criterion': 'gini', 'class_weight': None}",0.8675224871190289,0.8675224871190289,0.0,29,0.8612877583465819,0.8612877583465819,0.0
2.2322194576263428,0.0,0.1970057487487793,0.0,10,2,,20,entropy,balanced,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.9924113365339942,0.9924113365339942,0.0,5,0.9975498774938747,0.9975498774938747,0.0
0.41863012313842773,0.0,0.23878049850463867,0.0,10,1,log2,,gini,,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': None}",0.9767948917614079,0.9767948917614079,0.0,17,0.9866055692633063,0.9866055692633063,0.0
0.5247676372528076,0.0,0.16641712188720703,0.0,5,2,sqrt,4,log_loss,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 4, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.2304777713625866,0.2304777713625866,0.0,49,0.23090093762739503,0.23090093762739503,0.0
0.45302629470825195,0.0,0.22307586669921875,0.0,50,5,log2,16,gini,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 16, 'criterion': 'gini', 'class_weight': 'balanced'}",0.8332681017612524,0.8332681017612524,0.0,32,0.8424789232362077,0.8424789232362077,0.0
